2025-11-19T14:46:56.368192Z,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64;" rv:145.0) Gecko/20100101 Firefox/145.0,""pt-BR,pt";q=0.8,en-US;q=0.5,en;"q=0.3"",,Mozilla/5.0 (Windows NT 10.0"; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0 | 1536x864 | America/Fortaleza
2025-11-19T14:49:37.311999Z,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64;" rv:145.0) Gecko/20100101 Firefox/145.0,""pt-BR,pt";q=0.8,en-US;q=0.5,en;"q=0.3"",,Mozilla/5.0 (Windows NT 10.0"; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0 | 1536x864 | America/Fortaleza
2025-11-19T14:51:53.861150Z,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64;" rv:145.0) Gecko/20100101 Firefox/145.0,""pt-BR,pt";q=0.8,en-US;q=0.5,en;"q=0.3"",,Mozilla/5.0 (Windows NT 10.0"; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0 | 1536x864 | America/Fortaleza
2025-11-19T16:37:37.338996Z,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64;" rv:145.0) Gecko/20100101 Firefox/145.0,""pt-BR,pt";q=0.8,en-US;q=0.5,en;"q=0.3"",,Mozilla/5.0 (Windows NT 10.0"; Win64; x64; rv:145.0) Gecko/20100101 Firefox/145.0 | 1536x864 | America/Fortaleza
2025-11-20 08:01:16,127.0.0.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64;" rv:145.0) Gecko/20100101 Firefox/145.0,""pt-BR,pt";q=0.8,en-US;q=0.5,en;"q=0.3"",,,,,";;;
